OrderID	LocationID	OrderNumber	StatusID	DatePaid	DateCreated	PrePaid	Tax
139804267	30234	100139804267	2	2015-04-29	2015-04-28	0	0.0
139812782	30234	100139812782	2	2015-04-29	2015-04-28	0	0.0
139816259	30234	100139816259	2	2015-04-30	2015-04-28	0	0.0
139839787	30234	100139839787	2	2015-04-29	2015-04-29	0	0.0
139866939	30234	100139866939	2	2015-05-01	2015-04-29	-40.0	0.0
139883649	30234	100139883649	2	2015-04-30	2015-04-29	0	0.0
139889348	30234	100139889348	2	2015-04-30	2015-04-29	0	0.77
139889870	30234	100139889870	2	2015-04-30	2015-04-29	0	0.0
139891555	30234	100139891555	2	2015-04-30	2015-04-29	0	0.27
139894153	30234	100139894153	2	2015-05-09	2015-04-29	0	0.11
139898256	30234	100139898256	2	2015-05-09	2015-04-29	0	0.0
139900342	30234	100139900342	2	2015-05-09	2015-04-29	-70.0	0.0
139905915	30234	100139905915	2	2015-05-01	2015-04-29	0	0.0
139916938	30234	100139916938	2	2015-04-30	2015-04-29	0	0.0
139923641	30234	100139923641	2	2015-04-29	2015-04-29	0	0.92
139924911	30234	100139924911	2	2015-04-29	2015-04-29	0	0.0
139941819	30234	100139941819	2	2015-04-30	2015-04-29	0	0.0
139948617	30234	100139948617	2	2015-04-29	2015-04-29	0	0.0
139952657	30234	100139952657	2	2015-04-29	2015-04-29	0	1.83
139952809	30234	100139952809	2	2015-05-03	2015-04-29	0	4.13
139955543	30234	100139955543	2	2015-04-29	2015-04-29	0	0.0
139956333	30234	100139956333	2	2015-04-29	2015-04-29	0	8.33
139991401	30234	100139991401	2	2015-05-03	2015-04-29	0	0.0
139992964	30234	100139992964	2	2015-05-01	2015-04-29	-35.0	0.0
139993287	30234	100139993287	2	2015-05-01	2015-04-29	0	0.54
139993578	30234	100139993578	2	2015-05-01	2015-04-29	-65.0	0.0
140003664	30234	100140003664	2	2015-04-29	2015-04-29	0	1.03
140004611	30234	100140004611	2	2015-05-03	2015-04-29	0	0.0
140017363	30234	100140017363	2	2015-04-29	2015-04-29	0	0.77
140022410	30234	100140022410	2	2015-04-29	2015-04-29	0	0.0
140022470	30234	100140022470	2	2015-04-29	2015-04-29	0	0.0
140030914	30234	100140030914	2	2015-05-06	2015-04-29	0	0.0
140094263	30234	100140094263	2	2015-04-30	2015-04-30	0	0.0
140097685	30234	100140097685	2	2015-05-01	2015-04-30	0	0.27
140101655	30234	100140101655	2	2015-04-30	2015-04-30	0	0.0
140103068	30234	100140103068	2	2015-04-30	2015-04-30	0	0.0
140103806	30234	100140103806	2	2015-05-03	2015-04-30	-70.0	0.0
140105668	30234	100140105668	2	2015-05-13	2015-04-30	0	0.0
140108866	30234	100140108866	2	2015-05-03	2015-04-30	0	0.0
140110359	30234	100140110359	2	2015-04-30	2015-04-30	0	0.0
140127369	30234	100140127369	2	2015-05-01	2015-04-30	0	0.0
140132147	30234	100140132147	2	2015-05-09	2015-04-30	0	0.0
140135932	30234	100140135932	2	2015-05-02	2015-04-30	0	0.0
140167835	30234	100140167835	2	2015-04-30	2015-04-30	0	0.0
140174988	30234	100140174988	2	2015-04-30	2015-04-30	0	0.0
140191893	30234	100140191893	2	2015-05-02	2015-04-30	0	0.46
140203003	30234	100140203003	2	2015-04-30	2015-04-30	0	0.0
140209130	30234	100140209130	2	2015-04-30	2015-04-30	0	1.91
140223263	30234	100140223263	2	2015-05-02	2015-04-30	0	0.0
140224945	30234	100140224945	2	2015-04-30	2015-04-30	0	0.13
140230849	30234	100140230849	2	2015-04-30	2015-04-30	0	0.0
140230979	30234	100140230979	2	2015-05-01	2015-04-30	0	0.0
140235876	30234	100140235876	2	2015-04-30	2015-04-30	0	0.0
140237715	30234	100140237715	2	2015-04-30	2015-04-30	0	0.0
140239503	30234	100140239503	2	2015-04-30	2015-04-30	-59.1	4.2
140239727	30234	100140239727	2	2015-04-30	2015-04-30	0	0.0
140240914	30234	100140240914	1	None	2015-04-30	0	1.15
140242194	30234	100140242194	2	2015-04-30	2015-04-30	0	1.15
140242909	30234	100140242909	2	2015-04-30	2015-04-30	0	0.0
140244249	30234	100140244249	2	2015-04-30	2015-04-30	0	0.0
140246045	30234	100140246045	2	2015-04-30	2015-04-30	0	0.42
140247893	30234	100140247893	2	2015-04-30	2015-04-30	0	0.61
140250471	30234	100140250471	2	2015-04-30	2015-04-30	0	0.0
140250812	30234	100140250812	2	2015-04-30	2015-04-30	0	0.0
140252141	30234	100140252141	2	2015-04-30	2015-04-30	0	0.0
140252409	30234	100140252409	2	2015-04-30	2015-04-30	0	0.0
140252466	30234	100140252466	2	2015-04-30	2015-04-30	0	0.0
140257052	30234	100140257052	2	2015-04-30	2015-04-30	0	0.0
140259582	30234	100140259582	2	2015-05-05	2015-04-30	-98.77	0.27
140339924	30234	100140339924	2	2015-05-01	2015-05-01	0	3.1
140349840	30234	100140349840	2	2015-05-02	2015-05-01	0	0.0
140358215	30234	100140358215	2	2015-05-06	2015-05-01	-300.0	0.92
140360988	30234	100140360988	2	2015-05-10	2015-05-01	0	0.0
140361337	30234	100140361337	2	2015-05-30	2015-05-01	0	0.0
140389466	30234	100140389466	2	2015-05-03	2015-05-01	0	0.15
140396065	30234	100140396065	2	2015-05-01	2015-05-01	0	0.0
140397441	30234	100140397441	2	2015-05-01	2015-05-01	-25.19	1.79
140403449	30234	100140403449	2	2015-05-16	2015-05-01	0	0.0
140406165	30234	100140406165	2	2015-05-05	2015-05-01	0	0.0
140408994	30234	100140408994	2	2015-05-01	2015-05-01	0	0.0
140413859	30234	100140413859	2	2015-05-01	2015-05-01	0	0.0
140416092	30234	100140416092	2	2015-05-01	2015-05-01	0	0.0
140417843	30234	100140417843	2	2015-05-01	2015-05-01	0	0.0
140417860	30234	100140417860	2	2015-05-01	2015-05-01	0	0.0
140417874	30234	100140417874	2	2015-05-01	2015-05-01	0	0.0
140417886	30234	100140417886	2	2015-05-01	2015-05-01	0	0.0
140417902	30234	100140417902	2	2015-05-01	2015-05-01	0	0.0
140417917	30234	100140417917	2	2015-05-07	2015-05-01	0	0.0
140417923	30234	100140417923	2	2015-05-01	2015-05-01	0	0.0
140417937	30234	100140417937	2	2015-05-01	2015-05-01	0	0.0
140417954	30234	100140417954	2	2015-05-01	2015-05-01	0	0.0
140427385	30234	100140427385	2	2015-05-02	2015-05-01	0	0.0
140437216	30234	100140437216	2	2015-05-01	2015-05-01	0	0.0
140438353	30234	100140438353	2	2015-05-01	2015-05-01	0	0.0
140440374	30234	100140440374	2	2015-05-01	2015-05-01	0	0.0
140445151	30234	100140445151	2	2015-05-29	2015-05-01	0	0.0
140445832	30234	100140445832	2	2015-05-01	2015-05-01	0	1.72
140456866	30234	100140456866	2	2015-05-01	2015-05-01	0	0.0
140459732	30234	100140459732	2	2015-05-01	2015-05-01	-40.0	0.0
140463720	30234	100140463720	2	2015-05-01	2015-05-01	0	0.0
140465232	30234	100140465232	2	2015-05-01	2015-05-01	0	0.0
140469955	30234	100140469955	2	2015-05-01	2015-05-01	0	0.17
140471478	30234	100140471478	2	2015-05-08	2015-05-01	-35.0	0.0
140473009	30234	100140473009	2	2015-05-08	2015-05-01	0	0.0
140473044	30234	100140473044	2	2015-05-01	2015-05-01	-230.0	17.73
140473687	30234	100140473687	1	None	2015-05-01	0	1.22
140474968	30234	100140474968	2	2015-05-01	2015-05-01	0	0.46
140474854	30234	100140474854	2	2015-05-14	2015-05-01	0	0.29
140475455	30234	100140475455	2	2015-05-01	2015-05-01	0	0.27
140477402	30234	100140477402	2	2015-05-01	2015-05-01	0	0.46
140481215	30234	100140481215	2	2015-05-02	2015-05-01	0	0.0
140486923	30234	100140486923	2	2015-05-03	2015-05-01	0	0.0
140490343	30234	100140490343	2	2015-05-01	2015-05-01	0	0.0
140496666	30234	100140496666	2	2015-05-04	2015-05-01	0	0.0
140546226	30234	100140546226	2	2015-05-02	2015-05-02	0	0.77
140547093	30234	100140547093	2	2015-05-04	2015-05-02	0	0.0
140551553	30234	100140551553	2	2015-05-02	2015-05-02	0	0.0
140556027	30234	100140556027	2	2015-05-02	2015-05-02	0	0.86
140573601	30234	100140573601	2	2015-05-02	2015-05-02	0	0.0
140595325	30234	100140595325	2	2015-05-10	2015-05-02	-141.24	7.19
140595615	30234	100140595615	2	2015-05-02	2015-05-02	0	0.0
140596911	30234	100140596911	2	2015-05-02	2015-05-02	-53.29	3.79
140601629	30234	100140601629	2	2015-05-03	2015-05-02	0	0.38
140601906	30234	100140601906	2	2015-05-03	2015-05-02	-70.38	0.38
140608873	30234	100140608873	2	2015-05-02	2015-05-02	0	0.0
140609215	30234	100140609215	2	2015-05-02	2015-05-02	0	0.0
140612508	30234	100140612508	2	2015-05-02	2015-05-02	0	0.0
140617646	30234	100140617646	2	2015-05-02	2015-05-02	0	0.0
140618779	30234	100140618779	2	2015-05-03	2015-05-02	-41.3	0.0
140618808	30234	100140618808	2	2015-05-02	2015-05-02	0	0.0
140619905	30234	100140619905	2	2015-05-02	2015-05-02	0	0.0
140620502	30234	100140620502	2	2015-05-03	2015-05-02	-35.0	0.0
140622968	30234	100140622968	2	2015-05-02	2015-05-02	-40.0	0.65
140623851	30234	100140623851	1	None	2015-05-02	0	0.0
140624034	30234	100140624034	2	2015-05-02	2015-05-02	0	0.13
140625408	30234	100140625408	2	2015-05-07	2015-05-02	0	1.3
140625521	30234	100140625521	1	None	2015-05-02	0	0.0
140626333	30234	100140626333	2	2015-05-02	2015-05-02	0	0.17
140631185	30234	100140631185	2	2015-05-02	2015-05-02	0	0.0
140632079	30234	100140632079	2	2015-05-02	2015-05-02	0	0.21
140636055	30234	100140636055	2	2015-05-02	2015-05-02	0	0.0
140643070	30234	100140643070	1	None	2015-05-02	0	0.61
140649540	30234	100140649540	2	2015-05-02	2015-05-02	0	0.0
140650386	30234	100140650386	2	2015-05-07	2015-05-02	0	0.0
140651105	30234	100140651105	2	2015-05-02	2015-05-02	0	0.0
140651794	30234	100140651794	2	2015-05-02	2015-05-02	0	0.0
140653083	30234	100140653083	2	2015-05-07	2015-05-02	-35.0	0.15
140653797	30234	100140653797	2	2015-05-02	2015-05-02	0	0.0
140654228	30234	100140654228	2	2015-05-02	2015-05-02	0	6.96
140655057	30234	100140655057	2	2015-05-02	2015-05-02	0	0.0
140657564	30234	100140657564	2	2015-05-02	2015-05-02	0	0.0
140657965	30234	100140657965	2	2015-05-02	2015-05-02	0	0.0
140658557	30234	100140658557	2	2015-05-02	2015-05-02	0	0.0
140659214	30234	100140659214	2	2015-05-02	2015-05-02	0	0.0
140660040	30234	100140660040	2	2015-05-02	2015-05-02	0	0.0
140660289	30234	100140660289	2	2015-05-02	2015-05-02	0	0.0
140660303	30234	100140660303	2	2015-05-02	2015-05-02	0	0.0
140660650	30234	100140660650	2	2015-05-02	2015-05-02	0	0.0
140660673	30234	100140660673	2	2015-05-02	2015-05-02	0	0.0
140660760	30234	100140660760	2	2015-05-02	2015-05-02	0	0.0
140661471	30234	100140661471	2	2015-05-02	2015-05-02	0	0.0
140661503	30234	100140661503	2	2015-05-02	2015-05-02	0	1.12
140662563	30234	100140662563	2	2015-05-02	2015-05-02	0	0.29
140695467	30234	100140695467	2	2015-05-03	2015-05-03	0	0.0
140698494	30234	100140698494	2	2015-05-03	2015-05-03	0	0.0
140699319	30234	100140699319	2	2015-05-03	2015-05-03	0	0.0
140702252	30234	100140702252	2	2015-05-03	2015-05-03	0	0.0
140702716	30234	100140702716	2	2015-05-03	2015-05-03	0	0.11
140707084	30234	100140707084	2	2015-05-06	2015-05-03	-60.0	0.0
140710523	30234	100140710523	2	2015-05-08	2015-05-03	0	0.0
140710651	30234	100140710651	2	2015-05-03	2015-05-03	0	0.0
140713067	30234	100140713067	2	2015-05-03	2015-05-03	0	0.0
140713046	30234	100140713046	2	2015-05-03	2015-05-03	-35.0	0.0
140713944	30234	100140713944	2	2015-05-03	2015-05-03	0	0.0
140718996	30234	100140718996	2	2015-05-08	2015-05-03	0	0.0
140721858	30234	100140721858	2	2015-05-05	2015-05-03	0	0.0
140722294	30234	100140722294	2	2015-05-03	2015-05-03	0	0.0
140722404	30234	100140722404	2	2015-05-03	2015-05-03	0	0.0
140722527	30234	100140722527	2	2015-05-03	2015-05-03	0	0.0
140723060	30234	100140723060	2	2015-05-03	2015-05-03	0	0.0
140726384	30234	100140726384	2	2015-06-13	2015-05-03	0	1.53
140735162	30234	100140735162	2	2015-05-08	2015-05-03	0	0.0
140745046	30234	100140745046	2	2015-05-09	2015-05-03	0	1.2
140784095	30234	100140784095	2	2015-05-04	2015-05-04	0	0.0
140788814	30234	100140788814	2	2015-05-04	2015-05-04	0	0.0
140798718	30234	100140798718	2	2015-05-04	2015-05-04	0	0.13
140804018	30234	100140804018	2	2015-05-04	2015-05-04	-55.0	0.0
140808846	30234	100140808846	2	2015-05-04	2015-05-04	0	0.0
140818809	30234	100140818809	2	2015-05-11	2015-05-04	0	0.0
140818826	30234	100140818826	2	2015-05-26	2015-05-04	0	0.46
140829222	30234	100140829222	2	2015-05-12	2015-05-04	0	0.27
140829922	30234	100140829922	2	2015-05-04	2015-05-04	0	0.0
140846538	30234	100140846538	2	2015-05-04	2015-05-04	0	0.0
140858910	30234	100140858910	2	2015-05-04	2015-05-04	0	0.0
140861355	30234	100140861355	2	2015-05-04	2015-05-04	0	0.0
140869966	30234	100140869966	2	2015-05-08	2015-05-04	0	0.0
140882101	30234	100140882101	2	2015-05-04	2015-05-04	0	0.0
140882764	30234	100140882764	2	2015-05-04	2015-05-04	0	0.0
140885376	30234	100140885376	2	2015-05-04	2015-05-04	0	0.0
140886522	30234	100140886522	2	2015-05-05	2015-05-04	0	0.0
140889520	30234	100140889520	2	2015-05-08	2015-05-04	0	0.0
140899424	30234	100140899424	2	2015-05-04	2015-05-04	-21.53	1.53
140899849	30234	100140899849	2	2015-05-04	2015-05-04	0	0.0
140901561	30234	100140901561	2	2015-05-13	2015-05-04	0	0.46
140903028	30234	100140903028	2	2015-05-05	2015-05-04	0	0.0
140907785	30234	100140907785	2	2015-05-09	2015-05-04	0	0.27
140911798	30234	100140911798	2	2015-05-05	2015-05-04	0	0.0
140913043	30234	100140913043	2	2015-05-07	2015-05-04	-100.0	0.65
140913588	30234	100140913588	2	2015-05-04	2015-05-04	-14.53	1.03
140914040	30234	100140914040	2	2015-06-02	2015-05-04	-10.0	0.0
140916092	30234	100140916092	2	2015-05-13	2015-05-04	0	0.0
140981160	30234	100140981160	2	2015-05-05	2015-05-05	0	0.0
140981515	30234	100140981515	2	2015-05-05	2015-05-05	-30.95	2.2
140982580	30234	100140982580	2	2015-05-05	2015-05-05	-3.77	0.27
141002011	30234	100141002011	2	2015-05-05	2015-05-05	0	0.0
141016849	30234	100141016849	2	2015-05-08	2015-05-05	0	0.72
141019374	30234	100141019374	2	2015-05-13	2015-05-05	0	0.0
141023488	30234	100141023488	2	2015-05-07	2015-05-05	0	0.0
141032922	30234	100141032922	2	2015-05-07	2015-05-05	-15.0	0.0
141042035	30234	100141042035	2	2015-05-05	2015-05-05	0	1.03
141055124	30234	100141055124	2	2015-05-05	2015-05-05	0	0.0
141066595	30234	100141066595	2	2015-05-26	2015-05-05	0	0.77
141071516	30234	100141071516	2	2015-05-05	2015-05-05	0	6.06
141074622	30234	100141074622	2	2015-05-16	2015-05-05	-25.0	0.0
141078434	30234	100141078434	2	2015-05-11	2015-05-05	0	1.34
141082795	30234	100141082795	2	2015-05-08	2015-05-05	0	1.2
141099000	30234	100141099000	2	2015-05-05	2015-05-05	0	0.0
141105343	30234	100141105343	2	2015-05-09	2015-05-05	0	0.0
141105745	30234	100141105745	2	2015-05-05	2015-05-05	0	0.0
141112430	30234	100141112430	1	None	2015-05-05	0	0.77
141113278	30234	100141113278	2	2015-05-06	2015-05-05	0	0.0
141116094	30234	100141116094	2	2015-05-05	2015-05-05	0	0.0
141116141	30234	100141116141	2	2015-05-05	2015-05-05	0	0.0
141117279	30234	100141117279	2	2015-05-05	2015-05-05	0	0.0
141129608	30234	100141129608	2	2015-05-06	2015-05-05	-28.77	0.27
141130270	30234	100141130270	2	2015-05-10	2015-05-05	-169.67	9.57
141182162	30234	100141182162	2	2015-05-09	2015-05-06	-35.0	0.0
141192798	30234	100141192798	2	2015-05-07	2015-05-06	0	0.0
141208011	30234	100141208011	2	2015-05-13	2015-05-06	0	0.38
141219410	30234	100141219410	2	2015-05-09	2015-05-06	-45.5	0.0
141219576	30234	100141219576	2	2015-05-06	2015-05-06	0	0.0
141224382	30234	100141224382	2	2015-05-06	2015-05-06	0	0.0
141239974	30234	100141239974	2	2015-05-06	2015-05-06	0	0.0
141244959	30234	100141244959	2	2015-05-06	2015-05-06	0	0.0
141246157	30234	100141246157	2	2015-05-06	2015-05-06	0	0.15
141251594	30234	100141251594	2	2015-05-09	2015-05-06	0	0.0
141253396	30234	100141253396	2	2015-05-06	2015-05-06	0	0.0
141253798	30234	100141253798	2	2015-05-06	2015-05-06	0	0.0
141257759	30234	100141257759	2	2015-05-07	2015-05-06	0	0.0
141258633	30234	100141258633	2	2015-05-06	2015-05-06	0	0.21
141260367	30234	100141260367	2	2015-05-06	2015-05-06	0	0.0
141264237	30234	100141264237	2	2015-05-06	2015-05-06	0	0.11
141267945	30234	100141267945	2	2015-05-12	2015-05-06	0	0.0
141269405	30234	100141269405	2	2015-05-06	2015-05-06	0	0.46
141274506	30234	100141274506	2	2015-05-09	2015-05-06	0	0.27
141289434	30234	100141289434	2	2015-05-12	2015-05-06	0	0.0
141312226	30234	100141312226	2	2015-05-09	2015-05-06	0	1.89
141320968	30234	100141320968	2	2015-05-06	2015-05-06	0	0.0
141322617	30234	100141322617	2	2015-07-03	2015-05-06	0	0.61
141329407	30234	100141329407	2	2015-05-06	2015-05-06	0	0.0
141332972	30234	100141332972	2	2015-05-06	2015-05-06	0	0.11
141336376	30234	100141336376	2	2015-05-06	2015-05-06	0	0.0
141339757	30234	100141339757	2	2015-05-06	2015-05-06	0	0.0
141347550	30234	100141347550	2	2015-05-06	2015-05-06	0	0.0
141348820	30234	100141348820	2	2015-05-06	2015-05-06	0	0.23
141350511	30234	100141350511	2	2015-05-06	2015-05-06	0	0.0
141351596	30234	100141351596	2	2015-05-06	2015-05-06	0	0.0
141353392	30234	100141353392	2	2015-05-06	2015-05-06	0	0.0
141361900	30234	100141361900	2	2015-05-06	2015-05-06	0	0.73
141364894	30234	100141364894	2	2015-05-08	2015-05-06	0	0.0
141365243	30234	100141365243	2	2015-05-16	2015-05-06	0	1.93
141365873	30234	100141365873	2	2015-05-07	2015-05-06	-73.44	3.44
141370584	30234	100141370584	2	2015-05-06	2015-05-06	0	0.0
141375695	30234	100141375695	2	2015-05-07	2015-05-06	0	0.19
141383873	30234	100141383873	2	2015-05-14	2015-05-06	0	0.0
141412565	30234	100141412565	2	2015-05-07	2015-05-07	-20.0	0.0
141439325	30234	100141439325	2	2015-05-07	2015-05-07	0	0.0
141443619	30234	100141443619	2	2015-05-07	2015-05-07	-100.0	5.2
141448743	30234	100141448743	2	2015-05-08	2015-05-07	0	0.54
141455156	30234	100141455156	2	2015-05-11	2015-05-07	0	0.0
141455256	30234	100141455256	2	2015-05-10	2015-05-07	-195.0	0.0
141455347	30234	100141455347	2	2015-05-07	2015-05-07	0	0.0
141461489	30234	100141461489	2	2015-05-07	2015-05-07	0	0.0
141462829	30234	100141462829	2	2015-05-08	2015-05-07	-50.0	0.27
141465334	30234	100141465334	2	2015-05-07	2015-05-07	0	3.72
141468449	30234	100141468449	2	2015-05-07	2015-05-07	0	0.0
141475227	30234	100141475227	2	2015-05-07	2015-05-07	0	0.0
141494391	30234	100141494391	2	2015-05-08	2015-05-07	0	0.46
141494632	30234	100141494632	2	2015-05-12	2015-05-07	0	0.27
141521799	30234	100141521799	2	2015-05-09	2015-05-07	0	0.0
141522131	30234	100141522131	2	2015-05-09	2015-05-07	0	0.0
141541449	30234	100141541449	2	2015-05-07	2015-05-07	-30.0	0.0
141542817	30234	100141542817	2	2015-05-08	2015-05-07	0	0.0
141557843	30234	100141557843	2	2015-05-07	2015-05-07	0	1.07
141563475	30234	100141563475	2	2015-05-07	2015-05-07	0	0.23
141566056	30234	100141566056	2	2015-05-07	2015-05-07	0	0.0
141573358	30234	100141573358	2	2015-05-07	2015-05-07	0	0.0
141574516	30234	100141574516	2	2015-05-07	2015-05-07	0	0.0
141578299	30234	100141578299	2	2015-05-07	2015-05-07	0	0.0
141578310	30234	100141578310	2	2015-05-07	2015-05-07	0	0.0
141579789	30234	100141579789	2	2015-05-07	2015-05-07	0	0.0
141581615	30234	100141581615	2	2015-05-10	2015-05-07	0	0.0
141588805	30234	100141588805	2	2015-05-08	2015-05-07	0	0.0
141600678	30234	100141600678	2	2015-05-07	2015-05-07	0	0.0
141602401	30234	100141602401	2	2015-05-15	2015-05-07	0	1.03
141604253	30234	100141604253	2	2015-05-07	2015-05-07	0	0.0
141604780	30234	100141604780	2	2015-05-07	2015-05-07	0	0.0
141604923	30234	100141604923	2	2015-05-07	2015-05-07	0	0.0
141605989	30234	100141605989	2	2015-05-08	2015-05-07	0	2.35
141607446	30234	100141607446	2	2015-05-07	2015-05-07	0	0.99
